

This file contains an example of calculations of DCW and endpoint
for SMILES that is inserted in dialog box
O=C(c1ncc(s1)C1CC1)Nc1nccc(n1)n1cnc2c1ccc(c2)C(F)(F)F
Selected threshold is 1

SMILES attribute (SA) : Correlation Weight :   SA defect
          EC0-O...1...:              0.5712:     0.01667
          EC0-C...3...:             -0.5279:     0.00000
          EC0-C...3...:             -0.5279:     0.00000
          EC0-N...2...:              0.7464:     0.00000
          EC0-C...3...:             -0.5279:     0.00000
          EC0-C...3...:             -0.5279:     0.00000
          EC0-S...2...:              0.5135:     0.00719
          EC0-C...4...:              0.0451:     0.00000
          EC0-C...4...:              0.0451:     0.00000
          EC0-C...4...:              0.0451:     0.00000
          EC0-N...3...:             -0.1252:     0.00056
          EC0-C...3...:             -0.5279:     0.00000
          EC0-N...2...:              0.7464:     0.00000
          EC0-C...3...:             -0.5279:     0.00000
          EC0-C...3...:             -0.5279:     0.00000
          EC0-C...3...:             -0.5279:     0.00000
          EC0-N...2...:              0.7464:     0.00000
          EC0-N...3...:             -0.1252:     0.00056
          EC0-C...3...:             -0.5279:     0.00000
          EC0-N...2...:              0.7464:     0.00000
          EC0-C...3...:             -0.5279:     0.00000
          EC0-C...3...:             -0.5279:     0.00000
          EC0-C...3...:             -0.5279:     0.00000
          EC0-C...3...:             -0.5279:     0.00000
          EC0-C...3...:             -0.5279:     0.00000
          EC0-C...3...:             -0.5279:     0.00000
          EC0-C...4...:              0.0451:     0.00000
          EC0-F...1...:                 0.0:     1.00000
          EC0-F...1...:                 0.0:     1.00000
          EC0-F...1...:                 0.0:     1.00000
          EC0-H...1...:             -0.1666:     0.00000
          EC0-H...1...:             -0.1666:     0.00000
          EC0-H...1...:             -0.1666:     0.00000
          EC0-H...1...:             -0.1666:     0.00000
          EC0-H...1...:             -0.1666:     0.00000
          EC0-H...1...:             -0.1666:     0.00000
          EC0-H...1...:             -0.1666:     0.00000
          EC0-H...1...:             -0.1666:     0.00000
          EC0-H...1...:             -0.1666:     0.00000
          EC0-H...1...:             -0.1666:     0.00000
          EC0-H...1...:             -0.1666:     0.00000
          EC0-H...1...:             -0.1666:     0.00000
          EC0-H...1...:             -0.1666:     0.00000
          O...........:              0.0334:     0.00061
          =...........:              0.8449:     0.01587
          C...........:              0.2482:     0.00000
          (...........:              0.1588:     0.00000
          c...........:             -0.1042:     0.00000
          1...........:              0.3163:     0.00000
          n...........:              0.2352:     0.00000
          c...........:             -0.1042:     0.00000
          c...........:             -0.1042:     0.00000
          (...........:              0.1588:     0.00000
          s...........:              0.1093:     0.00619
          1...........:              0.3163:     0.00000
          (...........:              0.1588:     0.00000
          C...........:              0.2482:     0.00000
          1...........:              0.3163:     0.00000
          C...........:              0.2482:     0.00000
          C...........:              0.2482:     0.00000
          1...........:              0.3163:     0.00000
          (...........:              0.1588:     0.00000
          N...........:              0.2458:     0.00056
          c...........:             -0.1042:     0.00000
          1...........:              0.3163:     0.00000
          n...........:              0.2352:     0.00000
          c...........:             -0.1042:     0.00000
          c...........:             -0.1042:     0.00000
          c...........:             -0.1042:     0.00000
          (...........:              0.1588:     0.00000
          n...........:              0.2352:     0.00000
          1...........:              0.3163:     0.00000
          (...........:              0.1588:     0.00000
