The evolution of correlations. The R is correlation coefficient; s is standard error
 No.:R2-sub :R2-clb :R2-tst : s-sub   : s-clb   : s-tst
   1: 0.1054: 0.1704: 0.5275:    1.004:    1.055:    0.425
   2: 0.2413: 0.1395: 0.6975:    0.924:    1.050:    0.331
   3: 0.2846: 0.1312: 0.7124:    0.897:    1.057:    0.326
   4: 0.2809: 0.1367: 0.7186:    0.900:    1.052:    0.322
   5: 0.2848: 0.1407: 0.7191:    0.897:    1.049:    0.322
   6: 0.2899: 0.1467: 0.7280:    0.894:    1.046:    0.317
   7: 0.2923: 0.1473: 0.7278:    0.893:    1.045:    0.318
   8: 0.2932: 0.1563: 0.7286:    0.892:    1.039:    0.317
   9: 0.3049: 0.1705: 0.7337:    0.885:    1.031:    0.316
  10: 0.2998: 0.1797: 0.7490:    0.888:    1.024:    0.305
  11: 0.3134: 0.1840: 0.7543:    0.879:    1.022:    0.303
  12: 0.3148: 0.1897: 0.7557:    0.878:    1.018:    0.303
  13: 0.3127: 0.1925: 0.7567:    0.880:    1.017:    0.302
  14: 0.3150: 0.1921: 0.7561:    0.878:    1.017:    0.303
  15: 0.3162: 0.1938: 0.7561:    0.877:    1.016:    0.304
  16: 0.3209: 0.1944: 0.7550:    0.874:    1.016:    0.306
  17: 0.3231: 0.1936: 0.7549:    0.873:    1.016:    0.306
  18: 0.3231: 0.1936: 0.7549:    0.873:    1.016:    0.306
  19: 0.3231: 0.1936: 0.7549:    0.873:    1.016:    0.306
  20: 0.3231: 0.1936: 0.7549:    0.873:    1.016:    0.306
  21: 0.3231: 0.1936: 0.7549:    0.873:    1.016:    0.306
  22: 0.3231: 0.1936: 0.7549:    0.873:    1.016:    0.306
  23: 0.3231: 0.1936: 0.7549:    0.873:    1.016:    0.306
  24: 0.3231: 0.1936: 0.7549:    0.873:    1.016:    0.306
  25: 0.3231: 0.1936: 0.7549:    0.873:    1.016:    0.306
  26: 0.3231: 0.1936: 0.7549:    0.873:    1.016:    0.306
  27: 0.3231: 0.1936: 0.7549:    0.873:    1.016:    0.306
  28: 0.3231: 0.1936: 0.7549:    0.873:    1.016:    0.306
  29: 0.3231: 0.1936: 0.7549:    0.873:    1.016:    0.306
  30: 0.3231: 0.1936: 0.7549:    0.873:    1.016:    0.306
  31: 0.3231: 0.1936: 0.7549:    0.873:    1.016:    0.306
