The evolution of correlations. The R is correlation coefficient; s is standard error
 No.:R2-sub :R2-clb :R2-tst : s-sub   : s-clb   : s-tst
   1: 0.1616: 0.2053: 0.6147:    0.972:    1.034:    0.390
   2: 0.2128: 0.2057: 0.6949:    0.941:    1.022:    0.341
   3: 0.2505: 0.2259: 0.7552:    0.919:    1.007:    0.302
   4: 0.2613: 0.2214: 0.7755:    0.912:    1.007:    0.289
   5: 0.2625: 0.2299: 0.7829:    0.911:    1.003:    0.285
   6: 0.2633: 0.2375: 0.7836:    0.911:    0.999:    0.284
   7: 0.2623: 0.2377: 0.7865:    0.911:    0.999:    0.282
   8: 0.2656: 0.2363: 0.7925:    0.909:    1.000:    0.278
   9: 0.2661: 0.2372: 0.7930:    0.909:    0.999:    0.278
  10: 0.2683: 0.2376: 0.7981:    0.908:    0.999:    0.274
  11: 0.2699: 0.2404: 0.7990:    0.907:    0.997:    0.274
  12: 0.2693: 0.2412: 0.7984:    0.907:    0.997:    0.274
  13: 0.2696: 0.2422: 0.7974:    0.907:    0.996:    0.275
  14: 0.2706: 0.2442: 0.7977:    0.906:    0.995:    0.275
  15: 0.2704: 0.2443: 0.7980:    0.906:    0.995:    0.275
  16: 0.2720: 0.2444: 0.7998:    0.905:    0.994:    0.273
  17: 0.2700: 0.2478: 0.7988:    0.907:    0.993:    0.274
  18: 0.2699: 0.2486: 0.8011:    0.907:    0.992:    0.273
  19: 0.2699: 0.2503: 0.7997:    0.907:    0.991:    0.274
  20: 0.2700: 0.2502: 0.7999:    0.907:    0.992:    0.274
  21: 0.2700: 0.2502: 0.7999:    0.907:    0.992:    0.274
  22: 0.2700: 0.2502: 0.7999:    0.907:    0.992:    0.274
  23: 0.2700: 0.2502: 0.7999:    0.907:    0.992:    0.274
  24: 0.2700: 0.2502: 0.7999:    0.907:    0.992:    0.274
  25: 0.2700: 0.2502: 0.7999:    0.907:    0.992:    0.274
  26: 0.2700: 0.2502: 0.7999:    0.907:    0.992:    0.274
  27: 0.2700: 0.2502: 0.7999:    0.907:    0.992:    0.274
  28: 0.2700: 0.2502: 0.7999:    0.907:    0.992:    0.274
  29: 0.2700: 0.2502: 0.7999:    0.907:    0.992:    0.274
  30: 0.2700: 0.2502: 0.7999:    0.907:    0.992:    0.274
  31: 0.2700: 0.2502: 0.7999:    0.907:    0.992:    0.274
